Reward,Diff baseline
8,182.72722734917204
15,-133.0892636379608
5,25.22628956036533
14,199.17877829726274
12,101.8856257245302
36,405.78186315218454
10,-499.175518285399
8,218.09420718051626
21,339.8947247830822
26,179.3331474896096
4,-590.6290004047798
34,378.11718482561616
-1,-140.6965370122714
7,-60.67734390867099
12,102.75414979543234
29,-39.83873372214521
28,334.72366425397274
13,-182.45659131971865
45,337.80536242226026
3,-186.91013318618957
28,154.7558808355568
45,363.94468907198836
47,333.94130457392794
20,230.80779968140814
-4,-465.9906231536079
37,251.59492881023675
23,259.18239714508536
10,225.6551918201112
25,306.46705169953725
28,130.22037554733834
19,303.1273337963444
9,34.37943334620945
9,-128.00600422770117
-3,-26.762264222840713
14,213.77234080897733
42,472.79452394910766
0,-677.709757041062
46,360.9627711619803
30,195.04589588831857
7,-132.11536104717447
34,389.38014864762954
11,-75.29343541609455
48,474.01421464210694
10,-451.6324709206524
12,277.67803783158786
3,-88.47346787975357
13,116.00589695544954
-3,-108.0709950376438
24,306.8016573877094
30,171.97607363266616
45,342.53812146537496
30,119.25112091632354
1,-35.57028755695001
46,397.7080940866442
38,458.86301493357917
10,175.45739496705778
13,-189.28074594199347
34,377.6833325699506
28,133.686632803689
9,-114.52930027999582
14,-243.64150521834404
28,349.17440291526145
1,-130.24055520283332
10,-453.3793741196637
28,86.98176245512309
24,318.60124361134126
10,-365.6051178502398
23,277.7959243715436
17,-142.3948237236657
44,456.569809670145
32,409.2248494482076
39,251.5480853534698
30,401.19162947677376
31,65.87082748180433
10,103.00016200390314
3,-35.45652417800147
7,36.788444314005574
48,460.13937456829353
-3,-200.90025075530798
7,-25.902543351755185
30,84.05151905952471
28,100.39915707531372
42,472.79452394910766
28,385.7762926682111
7,36.788444314005574
12,-432.40178803994854
48,400.2407776476108
28,117.38393494403704
7,-60.67734390867099
20,193.66028388345103
13,-182.45659131971865
18,-200.7580807332629
10,180.9678402913246
30,345.0051198524875
17,-120.75346897525765
12,138.42258266403405
34,375.1095349743914
30,115.21052988731822
16,227.30687955096334
30,345.0051198524875
